id,Item,EmpName,Storage & Organization
1013,GBC VeloBinder Strips,Alex Avila,Binders and Binder Accessories
1014,Xerox 227,Roy Skaria,Paper
1015,"Memorex 4.7GB DVD+RW, 3/Pack",Seth Vernon,Computer Peripherals
1016,"Memorex 4.7GB DVD+RW, 3/Pack",Barbara Fisher,Computer Peripherals
1017,MicroTAC 650,Barbara Fisher,Telephones and Communication
1018,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Peter Buhler,Computer Peripherals
1019,Hand-Finished Solid Wood Document Frame,Peter Buhler,Office Furnishings
1020,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Dennis Bolton,Pens & Art Supplies
1021,Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock,Roy Skaria,Office Furnishings
1022,StarTAC 7760,Roy Skaria,Telephones and Communication
1023,Xerox 210,Alex Avila,Paper
1024,Personal Creations� Ink Jet Cards and Labels,Anthony O'Donnell,Paper
1025,Xerox 1923,Anthony O'Donnell,Paper
1026,"Peel & Seel� Recycled Catalog Envelopes, Brown",Seth Vernon,Envelopes
1027,Staples Metal Binder Clips,Sonia Sunley,Rubber Bands
1028,Hewlett-Packard 4.7GB DVD+R Discs,Daniel Lacy,Computer Peripherals
1029,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Daniel Lacy,Paper
1030,"Dixon Prang� Watercolor Pencils, 10-Color Set with Brush",Daniel Lacy,Pens & Art Supplies
1031,I888 World Phone,Giulietta Weimer,Telephones and Communication
1032,Xerox 1997,Giulietta Weimer,Paper
1033,GBC Therma-A-Bind 250T Electric Binding System,Mike Vittorini,Binders and Binder Accessories
1034,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Mike Vittorini,Appliances
1035,Avery Printable Repositionable Plastic Tabs,Lela Donovan,Binders and Binder Accessories
1036,GBC DocuBind TL300 Electric Binding System,Lela Donovan,Binders and Binder Accessories
1037,Storex DuraTech Recycled Plastic Frosted Binders,Lela Donovan,Binders and Binder Accessories
1038,GBC DocuBind 200 Manual Binding Machine,Shahid Shariari,Binders and Binder Accessories
1039,Staples SlimLine Pencil Sharpener,Shahid Shariari,Pens & Art Supplies
1040,Hon Comfortask� Task/Swivel Chairs,Trudy Schmidt,Chairs & Chairmats
1041,Xerox 204,Trudy Schmidt,Paper
1042,StarTAC 7760,Christopher Martinez,Telephones and Communication
1043,Newell 35,Mike Vittorini,Pens & Art Supplies
1044,Acco� Hot Clips� Clips to Go,Marc Harrigan,Rubber Bands
1045,Hoover Portapower� Portable Vacuum,Christopher Martinez,Appliances
1046,"Wilson Jones Hanging View Binder, White, 1""",Shahid Shariari,Binders and Binder Accessories
1047,Staples Brown Kraft Recycled Clasp Envelopes,Liz Price,Envelopes
1048,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Lela Donovan,Appliances
1049,Xerox 1947,Lela Donovan,Paper
1050,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Lela Donovan,Appliances
1051,Xerox 1950,Lela Donovan,Paper
1052,"Eldon Regeneration Recycled Desk Accessories, Smoke",Mike Vittorini,Office Furnishings
1053,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Shahid Shariari,Computer Peripherals
1054,Project Tote Personal File,Shahid Shariari,Storage & Organization
1055,GBC ProClick� 150 Presentation Binding System,Ralph Kennedy,Binders and Binder Accessories
1056,Letter Size Cart,Rob Dowd,Storage & Organization
1057,Accessory2,Ralph Kennedy,Telephones and Communication
1058,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Khloe Miller,Office Furnishings
1059,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Khloe Miller,Tables
1060,"Sauder Forest Hills Library, Woodland Oak Finish",Khloe Miller,Bookcases
1061,#10- 4 1/8" x 9 1/2" Recycled Envelopes,Shahid Hopkins,Envelopes
1062,Kensington 6 Outlet Guardian Standard Surge Protector,Kristina Nunn,Appliances
1063,"#10 White Business Envelopes,4 1/8 x 9 1/2",Kristina Nunn,Envelopes
1064,Avery 492,Ralph Kennedy,Labels
1065,Bretford CR4500 Series Slim Rectangular Table,Ralph Kennedy,Tables
1066,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Ricardo Emerson,Computer Peripherals
1067,Binder Clips by OIC,Ricardo Emerson,Rubber Bands
1068,"Career Cubicle Clock, 8 1/4"", Black",Lela Donovan,Office Furnishings
1069,V8162,Lela Donovan,Telephones and Communication
1070,Hoover WindTunnel� Plus Canister Vacuum,Ricardo Emerson,Appliances
1071,Flexible Leather- Look Classic Collection Ring Binder,Ricardo Emerson,Binders and Binder Accessories
1072,Okidata ML520 Series Dot Matrix Printers,Patrick O'Brill,Office Machines
1073,"TOPS Voice Message Log Book, Flash Format",Patrick O'Brill,Paper
1074,Avery 48,Patrick O'Brill,Labels
1075,"Fellowes Basic 104-Key Keyboard, Platinum",Trudy Schmidt,Computer Peripherals
1076,Eldon Cleatmat Plus� Chair Mats for High Pile Carpets,Thomas Brumley,Office Furnishings
1077,270c,Thomas Brumley,Telephones and Communication
1078,Hon Olson Stacker Stools,Shahid Shariari,Chairs & Chairmats
1079,688,Shahid Shariari,Telephones and Communication
1080,6340,Shahid Shariari,Telephones and Communication
1081,Adesso Programmable 142-Key Keyboard,Vicky Freymann,Computer Peripherals
1082,DAX Clear Channel Poster Frame,Lela Donovan,Office Furnishings
1083,"Eldon� Expressions� Wood Desk Accessories, Oak",Khloe Miller,Office Furnishings
1084,Xerox 1905,Mike Vittorini,Paper
1085,Binder Posts,Trudy Schmidt,Binders and Binder Accessories
1086,Canon P1-DHIII Palm Printing Calculator,Mike Vittorini,Office Machines
1087,Microsoft Natural Keyboard Elite,Tony Chapman,Computer Peripherals
1088,Accessory41,Liz Price,Telephones and Communication
1089,i500plus,Liz Price,Telephones and Communication
1090,Presstex Flexible Ring Binders,Sarah Bern,Binders and Binder Accessories
1091,Keytronic Designer 104- Key Black Keyboard,Mark Cousins,Computer Peripherals
1092,Eldon Simplefile� Box Office�,Shahid Hopkins,Storage & Organization
1093,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Mark Cousins,Office Machines
1094,"Global High-Back Leather Tilter, Burgundy",Giulietta Weimer,Chairs & Chairmats
1095,White GlueTop Scratch Pads,Patrick O'Brill,Paper
1096,Accessory25,Mark Cousins,Telephones and Communication
1097,Belkin ErgoBoard� Keyboard,Daniel Byrd,Computer Peripherals
1098,Newell 346,Rob Dowd,Pens & Art Supplies
1099,Avery Hi-Liter� Fluorescent Desk Style Markers,Mike Vittorini,Pens & Art Supplies
1100,Global Enterprise� Series Seating Low-Back Swivel/Tilt Chairs,John Murray,Chairs & Chairmats
1101,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Khloe Miller,Office Furnishings
1102,"80 Minute CD-R Spindle, 100/Pack - Staples",Kristina Nunn,Computer Peripherals
1103,Acco Suede Grain Vinyl Round Ring Binder,Ralph Kennedy,Binders and Binder Accessories
1104,Staples Battery-Operated Desktop Pencil Sharpener,Lela Donovan,Pens & Art Supplies
1105,3M Polarizing Light Filter Sleeves,Ralph Kennedy,Office Furnishings
1106,Xerox 220,Ralph Kennedy,Paper
1107,"Global Leather Task Chair, Black",Lena Hernandez,Chairs & Chairmats
1108,"Master Caster Door Stop, Brown",Lena Hernandez,Office Furnishings
1109,"Bush Westfield Collection Bookcases, Fully Assembled",Shahid Hopkins,Bookcases
1110,6162i,Kristina Nunn,Telephones and Communication
1111,Staples Bulldog Clip,Kristina Nunn,Rubber Bands
1112,Wausau Papers Astrobrights� Colored Envelopes,Greg Maxwell,Envelopes
1113,"Fellowes Mobile Numeric Keypad, Graphite",Vicky Freymann,Computer Peripherals
1114,iDENi80s,Vicky Freymann,Telephones and Communication
1115,5190,Rob Dowd,Telephones and Communication
1116,M70,Lena Hernandez,Telephones and Communication
1117,Acco 6 Outlet Guardian Premium Surge Suppressor,Lela Donovan,Appliances
1118,Epson LQ-570e Dot Matrix Printer,Lela Donovan,Office Machines
1119,Belkin MediaBoard 104- Keyboard,Mark Cousins,Computer Peripherals
1120,G.E. Halogen Desk Lamp Bulbs,Ricardo Emerson,Office Furnishings
1121,Xerox 1947,Ricardo Emerson,Paper
1122,Imation 5.2GB DVD-RAM,Liz Price,Computer Peripherals
1123,Avery 481,Liz Price,Labels
1124,Speediset Carbonless Redi-Letter� 7" x 8 1/2",Liz Price,Paper
1125,Canon MP41DH Printing Calculator,Rob Dowd,Office Machines
1126,Filing/Storage Totes and Swivel Casters,Rob Dowd,Storage & Organization
1127,Carina Double Wide Media Storage Towers in Natural & Black,Mark Cousins,Storage & Organization
1128,Staples� General Use 3-Ring Binders,Giulietta Weimer,Binders and Binder Accessories
1129,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Giulietta Weimer,Computer Peripherals
1130,"GE 4 Foot Flourescent Tube, 40 Watt",Liz Price,Office Furnishings
1131,Eldon Image Series Black Desk Accessories,Sally Knutson,Office Furnishings
1132,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Liz Price,Bookcases
1133,Ultra Door Pull Handle,Liz Price,Office Furnishings
1134,Xerox 1920,Liz Price,Paper
1135,Avery 498,Gene Hale,Labels
1136,Staples� General Use 3-Ring Binders,Shahid Shariari,Binders and Binder Accessories
1137,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Justin Hirsh,Chairs & Chairmats
1138,Newell 342,Shahid Shariari,Pens & Art Supplies
1139,Fiskars� Softgrip Scissors,Shahid Shariari,"Scissors, Rulers and Trimmers"
1140,Micro Innovations 104 Keyboard,Giulietta Weimer,Computer Peripherals
1141,Canon PC-428 Personal Copier,Lela Donovan,Copiers and Fax
1142,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Ralph Kennedy,Paper
1143,Electrix Halogen Magnifier Lamp,Vicky Freymann,Office Furnishings
1144,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Thomas Brumley,Computer Peripherals
1145,Hayes Optima 56K V.90 Internal Voice Modem,Ralph Kennedy,Computer Peripherals
1146,Advantus Map Pennant Flags and Round Head Tacks,Ralph Kennedy,Rubber Bands
1147,Xerox 1979,Ralph Kennedy,Paper
1148,Hoover Portapower� Portable Vacuum,Khloe Miller,Appliances
1149,"Global Leather & Oak Executive Chair, Burgundy",Khloe Miller,Chairs & Chairmats
1150,Staples 6 Outlet Surge,Kristina Nunn,Appliances
1151,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Kristina Nunn,Office Furnishings
1152,Xerox 1903,Kristina Nunn,Paper
1153,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Mark Cousins,Pens & Art Supplies
1154,Eldon Pizzaz� Desk Accessories,Mark Cousins,Office Furnishings
1155,Bevis 36 x 72 Conference Tables,Sally Knutson,Tables
1156,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Shahid Shariari,Bookcases
1157,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Shahid Shariari,Paper
1158,Hon 2111 Invitation� Series Corner Table,Sally Knutson,Tables
1159,Staples Copy Paper (20Lb. and 84 Bright),Sally Knutson,Paper
1160,Bevis Rectangular Conference Tables,Sally Knutson,Tables
1161,Belkin F9M820V08 8 Outlet Surge,Sally Knutson,Appliances
1162,"Master Caster Door Stop, Gray",Sally Knutson,Office Furnishings
1163,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,Justin Hirsh,Appliances
1164,Recycled Premium Regency Composition Covers,Justin Hirsh,Binders and Binder Accessories
1165,Hammermill Color Copier Paper (28Lb. and 96 Bright),Khloe Miller,Paper
1166,Xerox 1937,Khloe Miller,Paper
1167,Xerox 1986,Khloe Miller,Paper
1168,Accessory12,Shahid Shariari,Telephones and Communication
1169,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Ralph Kennedy,Computer Peripherals
1170,Microsoft Multimedia Keyboard,Giulietta Weimer,Computer Peripherals
1171,Xerox 1894,Giulietta Weimer,Paper
1172,Xerox 210,Giulietta Weimer,Paper
1173,BASF Silver 74 Minute CD-R,Heather Jas,Computer Peripherals
1174,Accessory32,Vicky Freymann,Telephones and Communication
1175,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Vicky Freymann,Storage & Organization
1176,Canon PC-428 Personal Copier,Philisse Overcash,Copiers and Fax
1177,Xerox 190,Philisse Overcash,Paper
1178,Eldon Cleatmat� Chair Mats for Medium Pile Carpets,Mark Cousins,Office Furnishings
1179,Okidata ML390 Turbo Dot Matrix Printers,Mark Cousins,Office Machines
1180,Colored Envelopes,Shahid Hopkins,Envelopes
1181,"Career Cubicle Clock, 8 1/4"", Black",Khloe Miller,Office Furnishings
1182,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Mark Cousins,Office Furnishings
1183,Panasonic KX-P3200 Dot Matrix Printer,Mark Cousins,Office Machines
1184,Hon 94000 Series Round Tables,Mark Cousins,Tables
1185,Xerox 196,Mark Cousins,Paper
1186,Xerox 1919,Trudy Schmidt,Paper
1187,"Conquest� 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Rob Dowd,Appliances
1188,Westinghouse Clip-On Gooseneck Lamps,Rob Dowd,Office Furnishings
1189,Xerox 1893,Rob Dowd,Paper
1190,Hewlett-Packard 2600DN Business Color Inkjet Printer,Neil Knudson,Office Machines
1191,Staples Plastic Wall Frames,Khloe Miller,Office Furnishings
1192,Vinyl Sectional Post Binders,Rob Dowd,Binders and Binder Accessories
1193,12-1/2 Diameter Round Wall Clock,Cathy Armstrong,Office Furnishings
1194,Round Ring Binders,Mark Cousins,Binders and Binder Accessories
1195,"Metal Folding Chairs, Beige, 4/Carton",Mark Cousins,Chairs & Chairmats
1196,9-3/4 Diameter Round Wall Clock,Mark Cousins,Office Furnishings
1197,StarTAC 6500,Thomas Brumley,Telephones and Communication
1198,i2000,Greg Maxwell,Telephones and Communication
1199,Ames Color-File� Green Diamond Border X-ray Mailers,Vicky Freymann,Envelopes
1200,Hon Non-Folding Utility Tables,Vicky Freymann,Tables
1201,Fiskars� Softgrip Scissors,Shahid Shariari,"Scissors, Rulers and Trimmers"
1202,Bretford CR4500 Series Slim Rectangular Table,Shahid Shariari,Tables
1203,"Global Leather Task Chair, Black",Shahid Shariari,Chairs & Chairmats
1204,"Master Giant Foot� Doorstop, Safety Yellow",Shahid Shariari,Office Furnishings
1205,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Tony Chapman,Office Furnishings
1206,Economy Binders,Neil Knudson,Binders and Binder Accessories
1207,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Neil Knudson,Chairs & Chairmats
1208,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Neil Knudson,Computer Peripherals
1209,Xerox 1989,Neil Knudson,Paper
1210,Avery 496,Neil Knudson,Labels
1211,Executive Impressions 14" Contract Wall Clock with Quartz Movement,Lela Donovan,Office Furnishings
1212,Epson LQ-570e Dot Matrix Printer,Mike Vittorini,Office Machines
1213,"Eldon Expressions� Desk Accessory, Wood Pencil Holder, Oak",Heather Jas,Office Furnishings
1214,Staples Battery-Operated Desktop Pencil Sharpener,Justin Hirsh,Pens & Art Supplies
1215,Round Ring Binders,Rob Dowd,Binders and Binder Accessories
1216,Tuff Stuff� Recycled Round Ring Binders,Justin Hirsh,Binders and Binder Accessories
1217,Xerox 1994,Justin Hirsh,Paper
1218,Lock-Up Easel 'Spel-Binder',Lela Donovan,Binders and Binder Accessories
1219,Avery 514,Ralph Kennedy,Labels
1220,Eldon� Wave Desk Accessories,Ralph Kennedy,Office Furnishings
1221,V8160,Ralph Kennedy,Telephones and Communication
1222,Hand-Finished Solid Wood Document Frame,Shahid Shariari,Office Furnishings
1223,g520,Shahid Shariari,Telephones and Communication
1224,Rush Hierlooms Collection 1" Thick Stackable Bookcases,Rob Dowd,Bookcases
1225,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Chuck Clark,Office Machines
1226,Avery Printable Repositionable Plastic Tabs,Giulietta Weimer,Binders and Binder Accessories
1227,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Khloe Miller,Storage & Organization
1228,TI 36X Solar Scientific Calculator,Shahid Shariari,Office Machines
1229,Euro Pro Shark Stick Mini Vacuum,Justin Hirsh,Appliances
1230,Dana Halogen Swing-Arm Architect Lamp,Khloe Miller,Office Furnishings
1231,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Ralph Kennedy,Office Machines
1232,Belkin 6 Outlet Metallic Surge Strip,Shahid Hopkins,Appliances
1233,"Memorex 4.7GB DVD-RAM, 3/Pack",Shahid Hopkins,Computer Peripherals
1234,Xerox 1949,Shahid Hopkins,Paper
1235,Seth Thomas 12" Clock w/ Goldtone Case,Chuck Clark,Office Furnishings
1236,Xerox 1939,Bill Eplett,Paper
1237,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Bill Eplett,Paper
1238,Xerox 1894,Sarah Bern,Paper
1239,Xerox 1979,Mark Cousins,Paper
1240,Xerox 1894,Lena Hernandez,Paper
1241,3M Organizer Strips,Shahid Shariari,Binders and Binder Accessories
1242,3M Hangers With Command Adhesive,Khloe Miller,Office Furnishings
1243,"Global High-Back Leather Tilter, Burgundy",Bill Eplett,Chairs & Chairmats
1244,Canon imageCLASS 2200 Advanced Copier,Tony Chapman,Copiers and Fax
1245,T28 WORLD,Bill Eplett,Telephones and Communication
1246,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Shahid Hopkins,Telephones and Communication
1247,DAX Solid Wood Frames,Shahid Hopkins,Office Furnishings
1248,Xerox 1993,Cathy Armstrong,Paper
1249,Xerox 1907,Bill Eplett,Paper
1250,Imation DVD-RAM discs,Patrick O'Brill,Computer Peripherals
1251,Fellowes 17-key keypad for PS/2 interface,Giulietta Weimer,Computer Peripherals
1252,GBC DocuBind P100 Manual Binding Machine,Sally Knutson,Binders and Binder Accessories
1253,Xerox 1974,Marc Harrigan,Paper
1254,Serrated Blade or Curved Handle Hand Letter Openers,John Grady,"Scissors, Rulers and Trimmers"
1255,Seth Thomas 12" Clock w/ Goldtone Case,Khloe Miller,Office Furnishings
1256,Panasonic KP-150 Electric Pencil Sharpener,Tony Chapman,Pens & Art Supplies
1257,Fellowes Stor/Drawer� Steel Plus� Storage Drawers,Tony Chapman,Storage & Organization
1258,ACCOHIDE� Binder by Acco,Ralph Kennedy,Binders and Binder Accessories
1259,Serrated Blade or Curved Handle Hand Letter Openers,Ralph Kennedy,"Scissors, Rulers and Trimmers"
1260,Verbatim DVD-R 4.7GB authoring disc,Trudy Schmidt,Computer Peripherals
1261,Hand-Finished Solid Wood Document Frame,Trudy Schmidt,Office Furnishings
1262,Xerox 1894,Gene Hale,Paper
1263,Accessory20,Gene Hale,Telephones and Communication
1264,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Sarah Bern,Computer Peripherals
1265,3M Polarizing Light Filter Sleeves,Justin Hirsh,Office Furnishings
1266,Canon P1-DHIII Palm Printing Calculator,Justin Hirsh,Office Machines
1267,Xerox 1896,Justin Hirsh,Paper
1268,2180,Justin Hirsh,Telephones and Communication
1269,GBC VeloBinder Strips,Liz Price,Binders and Binder Accessories
1270,Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs,Liz Price,Chairs & Chairmats
1271,Xerox Blank Computer Paper,Liz Price,Paper
1272,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Greg Maxwell,Chairs & Chairmats
1273,8890,Marc Harrigan,Telephones and Communication
1274,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Sally Knutson,Storage & Organization
1275,Novimex Fabric Task Chair,Giulietta Weimer,Chairs & Chairmats
1276,U.S. Robotics 56K Internet Call Modem,Giulietta Weimer,Computer Peripherals
1277,"Eldon� Image Series Desk Accessories, Burgundy",Giulietta Weimer,Office Furnishings
1278,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Giulietta Weimer,Binders and Binder Accessories
1279,Binder Clips by OIC,Giulietta Weimer,Rubber Bands
1280,"Imation Neon Mac Format Diskettes, 10/Pack",Kristina Nunn,Computer Peripherals
1281,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Kristina Nunn,Storage & Organization
1282,Xerox 1893,Kristina Nunn,Paper
1283,Staples File Caddy,Chuck Clark,Storage & Organization
1284,Belkin 6 Outlet Metallic Surge Strip,Sally Knutson,Appliances
1285,"Memorex 4.7GB DVD+RW, 3/Pack",Sally Knutson,Computer Peripherals
1286,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Tanja Norvell,Bookcases
1287,Bush Advantage Collection� Round Conference Table,Tanja Norvell,Tables
1288,Avery Hole Reinforcements,Sarah Bern,Binders and Binder Accessories
1289,Sharp EL500L Fraction Calculator,Liz Price,Office Machines
1290,Accessory13,Vicky Freymann,Telephones and Communication
1291,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Philisse Overcash,Pens & Art Supplies
1292,TI 30X Scientific Calculator,Justin Hirsh,Office Machines
1293,Belkin 105-Key Black Keyboard,Patrick O'Brill,Computer Peripherals
1294,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Patrick O'Brill,Storage & Organization
1295,Avery Non-Stick Binders,Liz Price,Binders and Binder Accessories
1296,Xerox 1920,Justin Hirsh,Paper
1297,Coloredge Poster Frame,Cathy Armstrong,Office Furnishings
1298,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Cathy Armstrong,Tables
1299,5125,Cathy Armstrong,Telephones and Communication
1300,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Heather Jas,Paper
1301,Belkin Premiere Surge Master II 8-outlet surge protector,Justin Hirsh,Appliances
1302,"Global Stack Chair without Arms, Black",Lena Hernandez,Chairs & Chairmats
1303,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Patrick O'Brill,Computer Peripherals
1304,"Hon Metal Bookcases, Putty",Kristina Nunn,Bookcases
1305,Newell 309,Kristina Nunn,Pens & Art Supplies
1306,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,Shahid Shariari,Binders and Binder Accessories
1307,"Fellowes Mobile Numeric Keypad, Graphite",Justin Hirsh,Computer Peripherals
1308,Flat Face Poster Frame,Khloe Miller,Office Furnishings
1309,12 Colored Short Pencils,Paul MacIntyre,Pens & Art Supplies
1310,"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate",Patrick O'Brill,Paper
1311,6340,Patrick O'Brill,Telephones and Communication
1312,Ultra Door Pull Handle,Mike Vittorini,Office Furnishings
1313,3390,Mike Vittorini,Telephones and Communication
1314,Avery 510,Liz Price,Labels
1315,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Paul MacIntyre,Computer Peripherals
1316,Xerox 194,John Grady,Paper
1317,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Ricardo Emerson,Office Furnishings
1318,Avery 474,Chuck Clark,Labels
1319,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Chuck Clark,Tables
1320,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Sarah Bern,Paper
1321,Xerox 193,Kristina Nunn,Paper
1322,Nu-Dell Executive Frame,Matt Abelman,Office Furnishings
1323,Newell 326,Sarah Jordon,Pens & Art Supplies
1324,"O'Sullivan Elevations Bookcase, Cherry Finish",Sally Matthias,Bookcases
1325,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Sally Matthias,Tables
1326,Xerox 1973,Sally Matthias,Paper
1327,Hon 4-Shelf Metal Bookcases,Theone Pippenger,Bookcases
1328,#10 Self-Seal White Envelopes,Art Ferguson,Envelopes
1329,Ibico Covers for Plastic or Wire Binding Elements,Jack O'Briant,Binders and Binder Accessories
1330,Hewlett Packard LaserJet 3310 Copier,Jack O'Briant,Copiers and Fax
1331,Hon Non-Folding Utility Tables,Nathan Cano,Tables
1332,Accessory13,Nathan Cano,Telephones and Communication
1333,Xerox 1927,Michael Granlund,Paper
1334,"Dixon My First Ticonderoga Pencil, #2",Michael Granlund,Pens & Art Supplies
1335,Logitech Access Keyboard,Steve Carroll,Computer Peripherals
1336,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Steve Carroll,Office Furnishings
1337,Wilson Jones� Four-Pocket Poly Binders,Scott Williamson,Binders and Binder Accessories
1338,Satellite Sectional Post Binders,Dennis Bolton,Binders and Binder Accessories
1339,Newell 346,Sean Wendt,Pens & Art Supplies
1340,"Bush Cubix Collection Bookcases, Fully Assembled",John Castell,Bookcases
1341,Xerox 1892,John Castell,Paper
1342,DIXON Oriole� Pencils,Art Ferguson,Pens & Art Supplies
1343,StarTAC Series,Art Ferguson,Telephones and Communication
1344,3.6 Cubic Foot Counter Height Office Refrigerator,Jack O'Briant,Appliances
1345,Accessory21,David Philippe,Telephones and Communication
1346,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Chad Sievert,Office Machines
1347,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Matt Abelman,Computer Peripherals
1348,T65,Matt Abelman,Telephones and Communication
1349,"GBC Laser Imprintable Binding System Covers, Desert Sand",Shaun Weien,Binders and Binder Accessories
1350,Gyration RF Keyboard,Shaun Weien,Computer Peripherals
1351,Fellowes Super Stor/Drawer�,Shaun Weien,Storage & Organization
1352,StarTAC 8000,Maya Herman,Telephones and Communication
1353,Epson DFX5000+ Dot Matrix Printer,David Philippe,Office Machines
1354,Xerox 1910,David Philippe,Paper
1355,Newell 320,David Philippe,Pens & Art Supplies
1356,Accessory36,Sally Matthias,Telephones and Communication
1357,"Master Giant Foot� Doorstop, Safety Yellow",Michael Granlund,Office Furnishings
1358,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",David Philippe,Binders and Binder Accessories
1359,Boston 16701 Slimline Battery Pencil Sharpener,Chad Sievert,Pens & Art Supplies
1360,Global Adaptabilities� Conference Tables,Jack O'Briant,Tables
1361,Eldon� Wave Desk Accessories,Chad Sievert,Office Furnishings
1362,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Chad Sievert,Storage & Organization
1363,Avery Trapezoid Extra Heavy Duty 4" Binders,Chad Sievert,Binders and Binder Accessories
1364,Wilson Jones 1" Hanging DublLock� Ring Binders,Chad Sievert,Binders and Binder Accessories
1365,Boston 1730 StandUp Electric Pencil Sharpener,Chad Sievert,Pens & Art Supplies
1366,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Sally Matthias,Computer Peripherals
1367,Howard Miller Distant Time Traveler Alarm Clock,Sally Matthias,Office Furnishings
1368,"Carina Mini System Audio Rack, Model AR050B",Ivan Liston,Storage & Organization
1369,Bush Advantage Collection� Round Conference Table,Ivan Liston,Tables
1370,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Ivan Liston,Tables
1371,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Brad Norvell,Chairs & Chairmats
1372,2160i,Brad Norvell,Telephones and Communication
1373,"Hoover Replacement Belts For Soft Guard� & Commercial Ltweight Upright Vacs, 2/Pk",Ken Heidel,Appliances
1374,Logitech Cordless Navigator Duo,Michael Granlund,Computer Peripherals
1375,"SimpliFile� Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Michael Granlund,Storage & Organization
1376,Xerox 1882,John Castell,Paper
